Quan_huyen,Loai_hinh,Dien_tich,Tong_so_tang,Tang_phong,Thang_may,Noi_that,Ban_cong_Cua_so,Khu_bep,Ve_sinh,May_giat,Vi_tri_ngo,Cho_nuoi_pet,Gia_dien,Khoang_cach_TT,Gia_phong
Đống Đa,1N1K (1 Khách 1 Ngủ),44,4,4,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3800,2923,8992161
Hà Đông,Homestay (Sleepbox),5,5,3,Không,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,Giá dân,3015,1000000
Nam Từ Liêm,Homestay (Sleepbox),9,8,7,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,Giá dân,4952,2405422
Đống Đa,Chung cư mini,15,4,4,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Xe máy tránh nhau,Cấm nuôi Pet,3800,6615,5136372
Đống Đa,Homestay (Sleepbox),8,4,2,Không,Nhà trống,Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3500,3393,1118002
Thanh Xuân,Trọ thường,23,5,4,Không,Nhà trống,Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Cơ bản),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3800,5325,2644328
Hoàng Mai,Chung cư mini,27,6,1,Không,"Full đồ Luxury (Smart TV, Sofa...)",Ban công rộng thoáng,Kệ bếp trong phòng,Khép kín (Cơ bản),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,Giá dân,9630,8184596
Hoàng Mai,Trọ thường,15,6,2,Có,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3500,10528,1937627
Hai Bà Trưng,Chung cư mini,28,7,4,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3500,2480,6844969
Hà Đông,1N1K (1 Khách 1 Ngủ),37,4,3,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Xe máy tránh nhau,Cho nuôi Pet,Giá dân,8053,11822259
Hà Đông,Homestay (Sleepbox),6,6,6,Có,Đồ cũ/Thiếu đồ,Ban công rộng thoáng,Kệ bếp trong phòng,Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,Giá dân,8057,1012190
Thanh Xuân,Chung cư mini,15,9,9,Có,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Không có máy giặt,Xe máy tránh nhau,Cấm nuôi Pet,3800,7462,4734253
Tây Hồ,1N1K (1 Khách 1 Ngủ),41,6,5,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,4000,5852,14163900
Hà Đông,Trọ thường,28,8,1,Không,Nhà trống,Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3800,3293,2781624
Hai Bà Trưng,Căn hộ dịch vụ (Studio),29,9,7,Có,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3500,11546,10831594
Nam Từ Liêm,Homestay (Sleepbox),6,9,1,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3800,1535,1688692
Tây Hồ,Trọ thường,21,6,1,Có,"Full đồ Luxury (Smart TV, Sofa...)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,Giá dân,11745,7213906
Ba Đình,Chung cư mini,35,6,2,Có,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,Giá dân,10660,8875502
Nam Từ Liêm,Căn hộ dịch vụ (Studio),42,3,3,Không,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,4156,6372492
Hoàng Mai,Homestay (Sleepbox),10,8,3,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3800,3027,2281081
Hà Đông,Chung cư mini,27,4,4,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3800,4833,6303473
Cầu Giấy,Trọ thường,25,7,2,Có,Đồ cũ/Thiếu đồ,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Không có máy giặt,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3800,6807,3640054
Tây Hồ,Căn hộ dịch vụ (Studio),34,7,3,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3800,2441,12947746
Bắc Từ Liêm,Homestay (Sleepbox),7,3,3,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Không có máy giặt,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,10245,1138899
Đống Đa,Trọ thường,32,4,2,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Cơ bản),Không có máy giặt,Xe máy tránh nhau,Cấm nuôi Pet,3800,1865,6431197
Hai Bà Trưng,1N1K (1 Khách 1 Ngủ),45,9,2,Không,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cấm nuôi Pet,4000,8123,8412171
Tây Hồ,Chung cư mini,16,4,2,Không,Đồ cũ/Thiếu đồ,Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,4000,5383,4503789
Long Biên,Căn hộ dịch vụ (Studio),32,7,1,Không,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3500,1043,10986234
Hai Bà Trưng,1N1K (1 Khách 1 Ngủ),44,6,1,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cho nuôi Pet,3500,1437,11399392
Tây Hồ,Trọ thường,29,7,2,Không,Nhà trống,Ban công rộng thoáng,Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3500,6348,12620523
Thanh Xuân,Homestay (Sleepbox),7,5,3,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,Giá dân,7204,2010595
Long Biên,Homestay (Sleepbox),5,6,1,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Xe máy tránh nhau,Cấm nuôi Pet,4000,11246,1149904
Hoàng Mai,Homestay (Sleepbox),5,3,2,Không,Nhà trống,Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Không có máy giặt,Xe máy tránh nhau,Cấm nuôi Pet,4000,5110,1000000
Ba Đình,Trọ thường,32,7,2,Không,Nhà trống,Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3800,11210,5238937
Nam Từ Liêm,Trọ thường,17,4,1,Không,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3500,9538,4876250
Hoàng Mai,Căn hộ dịch vụ (Studio),45,5,2,Không,Nhà trống,Ban công rộng thoáng,Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,4000,4174,7199998
Ba Đình,Homestay (Sleepbox),10,6,3,Có,Nhà trống,Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cho nuôi Pet,3500,1469,1359694
Long Biên,1N1K (1 Khách 1 Ngủ),50,4,1,Không,Nhà trống,Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,4000,3469,12686394
Đống Đa,Chung cư mini,15,5,4,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3500,505,4504803
Cầu Giấy,Chung cư mini,31,8,3,Có,Đồ cũ/Thiếu đồ,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,Giá dân,11374,8106305
Gia Lâm,Trọ thường,31,5,4,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3500,9437,1885071
Đống Đa,1N1K (1 Khách 1 Ngủ),47,9,8,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3800,1620,8080892
Đống Đa,Căn hộ dịch vụ (Studio),25,8,5,Có,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3800,8089,6621149
Hai Bà Trưng,Homestay (Sleepbox),9,8,6,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Xe máy tránh nhau,Cho nuôi Pet,3500,1847,1595187
Hoàn Kiếm,Căn hộ dịch vụ (Studio),25,8,1,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3500,6527,12514339
Gia Lâm,1N1K (1 Khách 1 Ngủ),45,9,8,Có,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,4000,989,11389385
Nam Từ Liêm,1N1K (1 Khách 1 Ngủ),36,9,9,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,4000,5082,9948849
Ba Đình,1N1K (1 Khách 1 Ngủ),54,5,5,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Khép kín (Cơ bản),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3800,1278,24720577
Hoàng Mai,1N1K (1 Khách 1 Ngủ),38,4,2,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,Giá dân,995,10442952
Bắc Từ Liêm,1N1K (1 Khách 1 Ngủ),36,3,2,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3800,6266,11105738
Hoàn Kiếm,Chung cư mini,24,4,2,Không,"Full đồ Luxury (Smart TV, Sofa...)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Không có máy giặt,Ba gác tránh/Ngõ nông,Cho nuôi Pet,3800,3368,13041538
Ba Đình,Chung cư mini,19,8,1,Có,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,Giá dân,2320,13037282
Long Biên,Trọ thường,23,8,4,Có,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,Giá dân,5896,4264249
Ba Đình,1N1K (1 Khách 1 Ngủ),39,8,6,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,4000,5682,23595275
Ba Đình,Homestay (Sleepbox),5,4,3,Không,Đồ cũ/Thiếu đồ,Cửa sổ giếng trời (Nhìn tường),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cho nuôi Pet,4000,8985,1008355
Đống Đa,Chung cư mini,21,3,2,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3800,11235,7573372
Ba Đình,Căn hộ dịch vụ (Studio),43,3,2,Không,Nhà trống,Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cho nuôi Pet,3500,10445,14292308
Nam Từ Liêm,Căn hộ dịch vụ (Studio),41,5,4,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Cơ bản),Không có máy giặt,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,4427,8304612
Đống Đa,1N1K (1 Khách 1 Ngủ),43,9,3,Có,Nhà trống,Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Không có máy giặt,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3800,10569,9231719
Bắc Từ Liêm,Homestay (Sleepbox),6,3,2,Không,Nhà trống,Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cấm nuôi Pet,3800,4544,1000000
Bắc Từ Liêm,1N1K (1 Khách 1 Ngủ),51,9,7,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3500,5681,13520814
Gia Lâm,Chung cư mini,30,5,2,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Khép kín (Cơ bản),Không có máy giặt,Ba gác tránh/Ngõ nông,Cho nuôi Pet,4000,5321,3854621
Ba Đình,Căn hộ dịch vụ (Studio),43,7,2,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cấm nuôi Pet,4000,7478,6915644
Đống Đa,Homestay (Sleepbox),9,5,2,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,Giá dân,10785,1717436
Đống Đa,Căn hộ dịch vụ (Studio),37,7,1,Có,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Không có máy giặt,Ba gác tránh/Ngõ nông,Cho nuôi Pet,3500,3050,6672321
Long Biên,Căn hộ dịch vụ (Studio),39,5,3,Không,Nhà trống,Ban công rộng thoáng,Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,Giá dân,6326,8774528
Tây Hồ,Chung cư mini,24,9,4,Có,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,9199,6779896
Hoàn Kiếm,Trọ thường,23,3,1,Không,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,2683,8777704
Cầu Giấy,Chung cư mini,16,6,5,Có,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,4000,2960,5882181
Long Biên,Homestay (Sleepbox),6,9,4,Không,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3800,2173,1389891
Long Biên,Chung cư mini,16,3,1,Không,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Không có máy giặt,Xe máy tránh nhau,Cho nuôi Pet,4000,10350,3024964
Tây Hồ,Trọ thường,18,7,4,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,4000,5021,9915231
Cầu Giấy,Homestay (Sleepbox),5,3,1,Không,Nhà trống,Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cho nuôi Pet,4000,10437,1000000
Thanh Xuân,Căn hộ dịch vụ (Studio),28,3,3,Không,Đồ cũ/Thiếu đồ,Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Xe máy tránh nhau,Cho nuôi Pet,3800,4964,10883987
Nam Từ Liêm,Chung cư mini,15,9,2,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Không có máy giặt,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,Giá dân,2182,3859658
Nam Từ Liêm,1N1K (1 Khách 1 Ngủ),50,6,5,Có,Đồ cũ/Thiếu đồ,Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3500,2386,5663374
Đống Đa,Chung cư mini,28,8,3,Có,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,Giá dân,6890,11831274
Long Biên,Trọ thường,24,4,3,Không,Nhà trống,Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cho nuôi Pet,3800,1535,5242758
Hà Đông,Trọ thường,34,6,6,Có,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,Giá dân,8506,5259266
Hà Đông,Chung cư mini,20,3,3,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3800,8193,4684180
Ba Đình,Căn hộ dịch vụ (Studio),26,9,6,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3500,4482,10977544
Cầu Giấy,Homestay (Sleepbox),7,5,3,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3500,5551,1915298
